Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,crypto1,general1,java1,networking1,crypto2,general2,java2,networking2,cosine_similarity,class
7627,7626,2.97,0.0,0.0,0.0,0.0,1.0,0.0,18.27,30.62,18.33,20.51,23.93,36.48,26.72,30.22,0.995,non
21939,21938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.16,9.16,9.16,4.15,14.65,18.75,16.41,15.45,0.968,non
27371,27370,3.29,1.46,0.0,0.0,1.0,1.0,0.2,8.74,19.56,10.15,15.02,18.46,22.62,20.2,19.89,0.97,non
5153,5152,0.64,0.0,0.0,0.0,1.0,1.0,0.0,13.93,23.19,14.32,15.7,17.99,24.58,20.28,29.21,0.974,non
15487,15486,2.5,0.0,0.0,0.0,1.0,1.0,0.32,10.73,17.44,13.54,12.27,19.85,23.64,23.82,19.91,0.992,non
26443,26442,12.6,16.91,0.0,0.0,1.0,1.0,0.0,12.89,17.03,9.56,12.56,10.4,14.08,9.41,11.82,0.997,non
19304,19303,0.66,0.0,0.0,0.0,1.0,1.0,0.25,21.9,31.77,20.83,21.55,9.35,13.12,6.91,12.39,0.984,non
22751,22750,0.9,0.21,0.0,0.0,0.0,1.0,0.0,11.82,20.36,18.64,12.32,17.81,27.95,21.8,24.16,0.984,non
11734,11733,2.12,0.47,0.0,0.0,1.0,1.0,0.0,25.47,36.43,22.26,27.04,26.08,32.83,26.7,29.85,0.994,non
11149,11148,0.39,0.0,0.0,0.0,0.0,1.0,0.0,22.34,28.07,20.43,18.23,21.06,29.68,22.7,26.44,0.989,non
37076,37075,1.01,0.0,0.0,0.0,1.0,1.0,0.3,18.03,20.45,16.16,17.77,9.99,22.17,17.53,20.06,0.972,non
17695,17694,0.76,0.0,0.0,0.0,1.0,1.0,0.0,14.21,18.46,14.99,15.62,18.75,27.69,23.0,21.55,0.998,non
7673,7672,1.48,0.62,0.0,0.0,1.0,1.0,0.0,9.04,15.24,10.19,13.35,15.01,22.18,16.66,19.64,0.998,non
26794,26793,3.12,1.34,0.0,0.0,1.0,1.0,0.0,19.06,24.05,21.95,21.08,18.46,29.11,24.13,24.4,0.997,non
29223,29222,0.33,0.0,0.0,0.0,1.0,1.0,0.0,7.86,13.35,9.37,11.15,8.94,18.33,9.92,11.58,0.992,non
7920,7919,2.17,0.0,0.0,0.0,1.0,0.5,0.32,16.54,22.34,23.37,18.89,16.17,29.81,18.72,22.41,0.979,non
20971,20970,0.6,0.17,0.0,0.0,1.0,1.0,0.31,23.51,32.03,22.0,31.32,13.5,15.77,15.79,15.21,0.988,non
28295,28294,1.31,0.0,0.0,0.0,1.0,1.0,0.0,14.71,19.19,15.59,18.45,23.79,35.22,29.02,35.02,0.999,non
6151,6150,2.01,0.59,0.0,0.0,0.0,1.0,0.0,16.96,28.88,22.49,25.62,15.39,34.09,25.39,21.01,0.988,non
37636,37635,0.0,0.0,0.0,0.0,0.0,1.0,0.2,6.22,14.02,8.46,10.75,4.46,17.39,9.56,9.31,0.984,non
25069,25068,1.99,0.0,0.0,0.0,1.0,1.0,0.2,6.7,13.85,11.13,12.6,21.18,28.71,25.85,26.91,0.991,non
21923,21922,0.41,0.0,0.0,0.0,0.0,1.0,0.0,17.65,28.52,25.33,21.99,9.83,15.73,12.17,7.29,0.985,non
4907,4906,1.89,0.0,0.0,0.0,1.0,1.0,0.33,25.99,38.58,34.92,35.75,20.12,25.02,17.87,25.09,0.991,non
11431,11430,2.57,0.39,0.0,0.0,1.0,1.0,0.32,19.63,24.59,22.82,21.78,20.02,29.15,22.33,21.13,0.996,non
13462,13461,0.65,0.0,0.0,0.0,1.0,1.0,0.0,9.79,11.01,7.85,12.82,10.77,14.83,7.75,17.04,0.994,non
31879,31878,8.85,9.01,0.0,0.0,1.0,1.0,0.0,19.7,27.95,23.13,22.88,13.46,17.19,11.32,14.83,0.994,non
16511,16510,2.23,0.96,0.0,0.0,1.0,1.0,0.3,18.16,24.69,20.15,23.37,12.54,14.34,10.97,14.23,0.997,non
14237,14236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.85,13.27,10.69,11.11,9.26,7.09,4.85,4.85,0.952,non
15718,15717,0.1,0.0,0.0,0.0,1.0,1.0,0.0,19.76,29.01,25.88,27.26,5.95,10.94,8.09,9.06,0.996,non
25148,25147,0.71,0.0,0.0,0.0,1.0,1.0,0.2,16.47,21.51,20.0,19.75,31.46,43.38,34.62,36.81,0.998,non
18327,18326,3.36,1.15,0.0,0.0,1.0,1.0,0.0,13.3,13.33,12.05,12.87,12.34,12.91,12.22,8.74,0.99,non
9574,9573,0.71,0.0,0.0,0.0,0.0,1.0,0.0,13.97,19.75,14.72,14.47,17.82,27.27,16.93,15.06,0.994,non
9447,9446,1.05,0.0,0.0,0.0,1.0,1.0,0.0,10.44,11.46,11.46,11.46,18.58,27.32,22.74,23.82,0.995,non
18293,18292,0.84,0.0,0.0,0.0,1.0,1.0,0.0,15.33,14.92,12.74,15.58,16.74,21.83,15.71,15.0,0.987,non
7285,7284,0.85,0.0,0.0,0.0,1.0,1.0,1.0,11.13,15.13,11.52,12.99,14.09,19.4,17.06,17.77,0.998,non
8608,8607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.77,30.96,21.74,22.88,12.74,15.28,15.28,13.81,0.991,non
30536,30535,1.51,0.63,0.0,0.0,1.0,1.0,0.0,8.55,11.91,9.4,9.5,19.68,20.29,18.43,15.99,0.992,non
27858,27857,1.95,0.0,0.0,0.0,1.0,1.0,0.0,3.61,8.53,4.83,5.8,17.45,23.22,18.24,18.99,0.981,non
35337,35336,2.11,0.0,0.0,0.0,1.0,1.0,0.0,22.7,32.21,18.45,23.33,3.31,10.43,5.4,4.5,0.959,non
7531,7530,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.84,23.11,16.11,12.44,17.38,21.28,16.37,12.0,0.998,non
26945,26944,0.97,0.0,0.0,0.0,1.0,1.0,0.0,27.47,35.51,29.96,34.09,17.56,22.42,17.43,18.66,0.998,non
488,487,6.42,0.0,0.0,0.0,1.0,1.0,0.0,8.56,17.22,10.44,14.32,6.86,17.37,10.97,10.9,0.991,non
30388,30387,6.19,0.0,0.0,0.0,1.0,1.0,0.2,14.17,13.61,9.94,13.25,12.24,16.94,13.31,13.82,0.987,non
10563,10562,0.36,0.0,0.0,0.0,1.0,1.0,0.0,15.65,25.97,21.11,23.57,13.46,20.44,15.04,16.2,0.997,non
1974,1973,2.52,1.29,0.0,1.0,1.0,1.0,1.0,15.5,23.9,18.21,17.29,15.36,19.85,16.25,20.97,0.989,non
17646,17645,1.99,0.0,0.0,0.0,1.0,1.0,0.0,19.0,30.43,20.83,21.64,6.59,10.42,8.55,8.3,0.997,non
36245,36244,0.56,0.0,0.0,0.0,1.0,1.0,1.0,11.36,15.88,15.23,11.72,16.82,20.47,17.5,23.25,0.979,non
13765,13764,1.01,0.0,0.0,0.0,1.0,1.0,0.0,12.04,15.73,9.47,15.64,21.71,22.67,18.26,23.88,0.994,non
28810,28809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.21,11.11,6.53,10.1,25.49,32.27,32.55,27.16,0.975,non
14955,14954,0.68,0.0,0.0,0.0,1.0,1.0,0.0,14.22,25.48,20.05,18.63,13.26,19.21,16.28,16.4,0.997,non
31263,31262,3.41,1.21,0.0,0.0,1.0,1.0,0.0,8.89,15.8,12.59,15.53,8.14,14.01,6.49,12.32,0.983,non
23056,23055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.34,27.41,22.65,22.12,16.33,23.63,16.81,19.99,0.992,non
31490,31489,17.81,25.32,0.0,0.0,1.0,1.0,0.0,13.65,16.24,13.27,14.16,13.83,16.42,13.44,14.33,1.0,non
30781,30780,2.6,1.38,0.0,0.0,1.0,1.0,0.0,12.32,17.57,14.73,15.16,7.14,11.04,10.53,11.16,0.996,non
9107,9106,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.76,17.14,14.5,14.5,14.68,18.48,15.93,17.2,0.977,non
1280,1279,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.26,20.91,18.75,19.31,12.32,19.69,15.43,12.63,0.99,non
28538,28537,1.0,0.0,0.0,0.0,1.0,1.0,0.2,8.11,19.82,17.52,18.49,14.63,16.54,14.43,15.09,0.967,non
8081,8080,3.15,0.0,0.0,0.0,1.0,1.0,0.0,6.91,12.17,8.03,8.67,23.38,31.47,24.73,24.27,0.995,non
10278,10277,2.17,0.0,0.0,0.0,1.0,1.0,0.0,22.99,22.65,19.58,24.21,12.59,19.49,13.34,11.31,0.972,non
18652,18651,0.65,0.0,0.0,0.0,1.0,1.0,0.0,17.06,22.36,15.9,15.18,12.1,15.54,10.53,15.39,0.986,non
16573,16572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.43,11.61,9.39,9.94,25.48,28.5,23.29,27.18,0.999,non
19616,19615,1.69,0.14,0.0,0.0,1.0,1.0,0.25,6.54,14.79,11.33,12.13,15.1,21.82,18.84,19.57,0.991,non
9247,9246,1.07,0.0,0.0,0.0,1.0,1.0,0.32,14.25,17.54,18.83,21.61,7.7,11.64,6.3,9.56,0.97,non
5677,5676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.58,18.18,14.15,18.87,22.93,32.44,19.66,24.95,0.991,non
29254,29253,0.71,0.0,0.0,0.0,0.0,1.0,0.3,9.6,22.6,19.01,21.06,14.33,21.1,19.4,19.52,0.99,non
21964,21963,0.17,0.0,0.0,0.0,1.0,1.0,0.0,10.59,14.17,12.29,13.17,20.63,29.58,20.41,24.9,0.997,non
15930,15929,0.68,0.0,0.0,0.0,0.0,1.0,0.31,1.02,6.3,3.4,5.62,14.65,19.8,16.33,13.36,0.91,non
8921,8920,0.14,0.0,0.0,0.0,0.0,1.0,0.0,12.11,15.61,11.5,15.81,6.98,10.01,4.28,9.1,0.987,non
11402,11401,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.36,12.97,11.84,11.46,5.44,13.34,10.6,13.34,0.991,non
18139,18138,1.17,0.0,0.0,0.0,1.0,1.0,0.91,26.0,28.32,23.26,30.91,14.43,19.7,11.53,16.29,0.991,non
31094,31093,5.09,3.37,0.0,0.0,1.0,1.0,0.0,17.37,25.65,18.18,21.19,15.31,19.16,17.79,16.05,0.994,non
7494,7493,0.67,0.0,0.0,0.0,1.0,1.0,0.0,12.29,22.52,16.71,15.72,9.53,17.38,15.13,16.78,0.991,non
29231,29230,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.84,6.99,10.79,6.83,12.48,9.15,7.93,0.907,non
13041,13040,1.6,0.0,0.0,0.0,1.0,1.0,0.0,35.34,53.54,40.39,38.61,7.9,12.66,8.26,8.66,0.999,non
18336,18335,1.76,0.3,0.0,0.0,1.0,1.0,0.3,17.01,20.74,14.39,16.74,12.89,28.25,19.29,15.61,0.973,non
2030,2029,1.16,0.0,0.0,0.0,0.0,1.0,0.0,7.31,19.02,9.81,10.58,16.74,22.13,16.82,21.27,0.963,non
30544,30543,4.67,2.16,0.0,0.0,1.0,1.0,0.0,13.17,15.37,13.31,14.07,14.04,20.14,14.53,17.25,0.996,non
5594,5593,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.33,18.58,12.59,13.98,20.42,28.78,21.95,25.39,0.997,non
10342,10341,3.07,0.28,0.0,0.0,1.0,1.0,1.0,16.68,20.93,15.03,17.44,14.94,27.2,19.71,18.83,0.99,non
29676,29675,0.28,0.0,0.0,0.0,1.0,1.0,0.0,14.97,19.12,13.91,16.53,6.19,12.59,8.7,11.22,0.986,non
33966,33965,0.91,0.27,0.0,0.0,1.0,1.0,0.0,20.3,22.15,18.34,20.06,12.39,27.4,21.31,17.7,0.968,non
30178,30177,0.15,0.0,0.0,0.0,1.0,1.0,0.0,10.37,14.07,13.41,14.07,12.66,21.32,10.75,11.52,0.96,non
17816,17815,0.21,0.0,0.0,0.0,0.0,1.0,0.0,25.35,48.46,30.11,34.12,15.55,28.18,18.96,22.33,0.999,non
23909,23908,11.45,12.94,0.0,0.0,1.0,1.0,0.0,21.96,28.52,24.16,28.35,15.14,21.07,14.76,15.7,0.993,non
14629,14628,2.66,0.21,0.0,0.0,1.0,1.0,0.0,20.21,32.23,21.85,23.35,13.66,19.07,15.79,16.31,0.996,non
33198,33197,0.2,0.0,0.0,0.0,0.0,1.0,0.0,8.27,10.45,7.71,8.97,7.07,6.08,1.38,2.28,0.886,non
12125,12124,2.22,0.1,0.0,0.0,1.0,1.0,0.0,29.06,36.17,25.41,35.06,11.88,15.27,13.8,15.27,0.995,non
29150,29149,0.67,0.0,0.0,0.0,1.0,1.0,0.0,14.64,23.76,19.65,20.99,11.45,18.09,11.57,15.13,0.995,non
30261,30260,0.69,0.0,0.0,0.0,1.0,1.0,0.0,9.78,12.98,9.14,9.43,13.26,16.79,14.99,17.48,0.989,non
37466,37465,0.2,0.0,0.0,0.0,0.0,1.0,0.0,5.83,9.99,7.17,9.99,19.92,25.17,18.7,22.19,0.99,non
27383,27382,4.55,1.26,0.0,0.0,1.0,1.0,0.2,14.02,19.87,14.17,14.3,18.21,24.14,17.93,18.5,1.0,non
17443,17442,0.83,0.0,0.0,0.0,0.0,1.0,0.0,17.34,29.09,23.31,25.16,12.77,18.68,18.39,17.32,0.997,non
36035,36034,6.09,2.08,0.0,0.0,1.0,1.0,0.0,24.4,38.72,30.0,33.3,23.0,34.39,27.8,28.71,0.999,non
31897,31896,1.96,0.0,0.0,1.0,1.0,1.0,0.0,7.78,9.52,7.6,11.48,3.22,7.36,5.17,9.32,0.98,non
30058,30057,3.95,2.4,0.0,0.0,1.0,1.0,0.0,15.87,18.73,14.89,16.59,12.73,15.52,12.59,15.22,0.999,non
15246,15245,0.91,1.54,0.0,0.0,1.0,1.0,0.0,19.94,32.2,23.47,21.37,22.19,26.04,21.15,25.15,0.987,non
36203,36202,1.0,0.0,0.0,0.0,1.0,1.0,0.0,13.78,14.61,11.79,15.92,18.83,25.58,18.02,19.47,0.99,non
30161,30160,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.55,34.34,21.52,44.47,10.38,25.4,14.81,14.2,0.93,non
20101,20100,0.11,0.0,0.0,0.0,1.0,1.0,0.3,18.43,27.24,24.11,23.25,12.66,17.03,14.27,17.08,0.996,non
9959,9958,2.56,0.0,0.0,0.0,1.0,1.0,0.0,12.3,25.26,20.9,19.68,22.51,37.01,30.72,28.33,0.997,non
2358,2357,0.48,0.0,0.0,0.0,1.0,1.0,0.0,11.43,28.25,17.21,18.26,19.6,36.67,30.24,26.83,0.992,non
30954,30953,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,2.83,10.31,7.45,10.31,0.0,non
9616,9615,0.33,0.0,0.0,0.0,0.0,1.0,0.0,17.37,25.55,20.18,27.82,14.86,26.24,21.29,21.02,0.99,non
27666,27665,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.47,2.47,4.79,2.47,22.44,26.24,16.27,21.63,0.893,non
9971,9970,0.43,0.0,0.0,0.0,0.0,1.0,0.0,18.22,22.44,20.35,23.11,11.13,12.24,7.43,11.81,0.986,non
12631,12630,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,41.08,28.91,29.46,11.83,12.69,8.26,12.34,0.986,non
2101,2100,6.32,0.0,0.0,0.0,1.0,1.0,0.0,14.33,19.67,16.23,16.4,19.91,29.28,23.45,22.45,0.999,non
37582,37581,0.98,0.0,0.0,0.0,1.0,1.0,0.0,25.69,32.91,27.62,26.04,12.99,5.36,6.68,4.68,0.891,non
28493,28492,1.33,0.0,0.0,0.0,1.0,1.0,0.0,4.39,10.47,8.01,7.31,27.51,37.95,27.25,40.73,0.971,non
11369,11368,1.21,0.0,0.0,0.0,0.0,1.0,0.0,13.97,13.94,12.72,11.77,17.33,31.38,24.19,26.49,0.975,non
21118,21117,0.8,0.0,0.0,0.0,1.0,1.0,0.31,17.06,24.07,21.55,22.82,13.47,22.6,18.46,18.17,0.997,non
31274,31273,11.01,16.49,0.0,0.0,1.0,1.0,0.0,8.86,12.95,9.97,10.95,9.47,12.08,8.97,9.12,0.997,non
31335,31334,1.47,0.0,0.0,0.0,1.0,1.0,0.0,12.41,28.76,23.05,23.18,12.54,26.4,20.31,20.43,0.999,non
7752,7751,0.58,0.0,0.0,0.0,1.0,1.0,0.32,12.05,11.56,11.56,13.66,17.31,32.19,22.47,26.09,0.974,non
1506,1505,2.9,0.0,0.0,0.0,1.0,1.0,0.0,5.68,12.78,9.4,7.81,14.2,28.62,19.08,22.26,0.993,non
31913,31912,2.79,1.32,0.0,0.0,1.0,1.0,0.0,12.58,19.79,11.74,16.37,21.41,26.39,21.67,21.63,0.99,non
30050,30049,3.45,1.7,0.0,0.0,1.0,1.0,0.0,12.9,16.89,13.0,14.5,9.72,12.92,10.25,11.47,1.0,non
15789,15788,0.12,0.0,0.0,0.0,1.0,1.0,0.25,5.92,16.7,12.21,13.22,12.84,19.63,13.39,15.7,0.982,non
15906,15905,0.72,0.0,0.0,0.0,1.0,1.0,0.3,11.19,19.11,14.46,13.67,8.4,12.22,7.91,8.47,0.995,non
25007,25006,3.09,2.31,0.0,0.0,1.0,1.0,0.0,9.53,18.31,12.36,12.46,12.17,16.19,12.75,13.03,0.992,non
32727,32726,2.91,1.87,0.0,0.0,1.0,1.0,0.67,22.92,33.1,23.92,31.27,7.68,13.73,8.48,12.78,0.997,non
15470,15469,0.5,0.0,0.0,0.0,0.0,1.0,0.0,22.1,37.52,28.6,38.41,9.3,17.53,14.95,15.88,0.996,non
35847,35846,2.16,1.28,0.0,0.0,1.0,1.0,0.0,14.68,19.29,15.02,14.55,13.89,20.95,18.24,17.34,0.996,non
23116,23115,3.9,1.06,0.0,0.0,1.0,1.0,0.2,14.19,23.54,16.27,19.47,20.9,33.1,24.17,26.99,1.0,non
31804,31803,3.09,1.56,0.0,0.0,1.0,1.0,0.0,12.94,23.09,14.77,17.02,17.67,24.45,16.41,18.48,0.996,non
6516,6515,0.38,0.63,0.0,0.0,1.0,1.0,0.33,23.42,36.53,25.7,28.68,12.0,18.83,10.37,19.66,0.984,non
33332,33331,0.35,0.0,0.0,0.0,1.0,1.0,0.0,22.95,27.87,20.56,24.14,14.47,18.67,14.77,15.91,0.999,non
3321,3320,2.46,1.63,0.0,1.0,0.0,1.0,0.0,21.61,27.67,23.13,26.52,12.04,24.34,12.68,17.36,0.98,non
36872,36871,9.11,5.78,0.0,0.0,1.0,1.0,0.0,12.76,22.96,13.75,16.27,17.95,24.76,17.05,22.6,0.993,non
11082,11081,2.1,0.44,0.0,0.0,0.0,1.0,0.0,19.9,32.09,26.0,27.3,17.47,29.86,22.65,26.93,0.999,non
16358,16357,1.22,0.0,0.0,0.0,1.0,1.0,0.32,22.48,25.63,20.1,22.88,15.77,21.18,14.73,20.58,0.995,non
17304,17303,0.29,0.0,0.0,0.0,1.0,1.0,0.0,17.3,24.59,18.2,22.24,22.04,33.57,18.76,29.04,0.996,non
27595,27594,1.18,0.0,0.0,0.0,1.0,1.0,0.0,11.09,16.69,13.98,15.37,16.99,27.23,21.66,24.2,1.0,non
32518,32517,5.21,0.55,0.0,0.0,1.0,1.0,0.2,19.73,21.79,14.03,22.98,9.23,21.95,12.08,12.71,0.952,non
34312,34311,0.51,0.0,0.0,0.0,1.0,1.0,0.0,18.65,33.96,29.2,27.31,8.93,12.73,5.92,9.45,0.967,non
28939,28938,2.27,0.63,0.0,0.0,1.0,1.0,0.0,8.04,15.77,8.93,13.26,14.62,15.33,10.32,13.4,0.973,non
6744,6743,7.3,8.3,0.0,0.0,1.0,1.0,0.0,19.98,29.03,20.93,20.07,18.57,22.97,18.03,21.19,0.994,non
3462,3461,0.08,0.0,0.0,0.0,0.0,1.0,0.0,17.44,22.19,18.24,19.94,20.4,36.47,22.41,23.41,0.988,non
24511,24510,1.56,0.7,0.0,0.0,1.0,1.0,0.0,11.93,26.19,15.6,22.36,7.92,13.64,10.64,10.07,0.988,non
9510,9509,0.64,0.0,0.0,0.0,1.0,1.0,0.32,14.41,17.0,14.03,14.91,23.8,31.14,25.74,28.03,0.999,non
22953,22952,0.0,0.0,0.0,0.0,1.0,1.0,0.2,17.62,31.27,32.07,21.9,11.23,16.72,15.63,9.66,0.994,non
10567,10566,0.9,0.0,0.0,0.0,1.0,1.0,0.0,21.76,34.23,22.58,32.64,9.98,18.24,12.88,12.73,0.989,non
2843,2842,0.96,0.0,0.0,0.0,1.0,1.0,0.0,17.61,26.47,19.1,18.54,16.7,25.14,17.56,26.19,0.984,non
12944,12943,9.13,10.07,0.0,0.0,1.0,1.0,0.32,27.21,37.26,27.63,30.81,21.5,28.23,19.98,24.88,0.999,non
30973,30972,2.98,0.0,0.0,0.0,1.0,1.0,0.2,18.85,27.21,19.01,22.81,11.8,14.65,12.1,14.34,0.997,non
12331,12330,0.45,0.0,0.0,0.0,1.0,1.0,0.91,21.43,36.16,23.58,25.73,15.23,16.96,14.49,15.73,0.987,non
1384,1383,1.51,0.0,0.0,0.0,1.0,1.0,0.0,11.7,21.63,17.78,17.02,15.45,21.02,15.07,18.96,0.99,non
29720,29719,4.93,14.85,0.0,0.0,0.0,1.0,0.0,4.23,4.23,4.19,4.23,4.23,4.23,4.19,4.23,1.0,non
2347,2346,0.64,0.0,0.0,0.0,1.0,1.0,0.0,7.86,14.44,14.7,16.28,9.97,20.28,10.31,20.78,0.97,non
26872,26871,2.34,0.65,0.0,0.0,1.0,1.0,0.0,6.84,7.09,5.22,9.95,14.63,22.3,14.99,17.32,0.968,non
4941,4940,0.0,0.0,0.0,1.0,1.0,1.0,0.67,5.16,11.54,6.58,11.52,8.99,16.35,10.72,12.95,0.988,non
4011,4010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.21,26.13,20.42,26.13,11.63,14.97,13.02,9.85,0.982,non
25624,25623,1.17,0.0,0.0,0.0,1.0,1.0,0.0,11.82,23.24,14.17,14.32,12.54,16.24,15.59,16.24,0.976,non
11154,11153,1.3,0.0,0.0,0.0,1.0,1.0,0.0,9.69,15.59,8.36,13.55,17.96,20.94,16.81,19.37,0.987,non
23951,23950,0.89,0.0,0.0,0.0,0.0,1.0,0.0,9.81,13.9,11.21,12.82,12.38,21.26,13.54,17.23,0.996,non
25804,25803,9.99,12.05,0.0,0.0,1.0,1.0,0.0,7.36,11.9,9.37,10.1,5.54,12.03,8.17,7.29,0.99,non
11717,11716,0.0,0.0,0.0,0.0,1.0,1.0,0.31,19.69,29.48,25.68,24.18,8.85,16.69,11.1,8.33,0.983,non
1814,1813,2.91,1.09,0.0,0.0,0.0,1.0,0.0,24.57,28.01,21.86,22.33,19.58,35.22,28.15,26.57,0.985,non
18725,18724,3.02,0.0,0.0,0.0,1.0,1.0,0.31,10.17,16.48,12.33,11.67,16.18,23.09,19.21,18.79,0.998,non
5388,5387,3.5,0.0,0.0,0.0,1.0,1.0,0.0,20.23,25.07,21.85,23.85,7.61,14.45,10.02,13.87,0.987,non
18605,18604,2.18,0.58,0.0,0.0,1.0,1.0,0.0,12.77,32.67,17.94,19.38,15.93,22.65,18.01,20.98,0.974,non
29309,29308,0.52,0.0,0.0,0.0,1.0,1.0,0.0,17.75,26.3,24.3,19.21,8.05,14.15,10.38,10.16,0.995,non
21504,21503,2.34,0.0,0.0,0.0,1.0,1.0,0.0,24.74,28.4,27.74,27.24,20.38,30.31,21.63,24.83,0.992,non
5704,5703,1.38,0.0,0.0,0.0,1.0,1.0,0.0,12.21,18.92,15.54,17.28,8.01,13.25,7.03,10.41,0.988,non
31239,31238,1.15,0.0,0.0,0.0,1.0,1.0,0.0,22.93,33.72,29.22,27.04,11.76,15.47,14.81,15.47,0.997,non
11578,11577,1.04,0.0,0.0,0.0,0.0,1.0,0.0,9.13,11.63,7.94,10.23,12.7,20.98,18.98,13.94,0.978,non
13745,13744,0.65,0.0,0.0,0.0,1.0,1.0,0.0,14.19,26.49,26.22,21.81,23.46,30.13,26.65,27.89,0.988,non
17189,17188,3.93,0.0,0.0,0.0,1.0,1.0,0.3,17.82,22.25,19.85,19.8,18.41,28.65,20.88,22.22,0.996,non
37284,37283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.19,18.19,9.52,15.62,1.31,7.49,3.64,7.49,0.934,non
18059,18058,1.15,0.0,0.0,0.0,0.0,1.0,0.0,31.44,31.83,24.88,29.4,23.46,34.85,21.65,25.72,0.989,non
27750,27749,2.66,0.76,0.0,0.0,1.0,1.0,0.2,11.66,13.94,8.83,15.02,18.34,25.14,19.19,21.21,0.989,non
12483,12482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.46,14.53,10.93,10.15,16.25,25.88,18.16,17.96,0.992,non
28813,28812,0.81,0.0,0.0,0.0,1.0,1.0,0.67,17.85,25.19,14.75,24.37,9.93,13.59,9.31,11.74,0.996,non
19110,19109,0.5,0.0,0.0,0.0,0.0,1.0,0.0,15.2,26.42,26.3,21.06,23.69,18.27,12.24,23.99,0.913,non
26831,26830,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.67,15.11,17.14,10.67,15.71,12.68,12.28,11.49,0.962,non
11623,11622,0.44,0.0,0.0,0.0,0.0,1.0,0.0,19.5,38.24,30.75,23.37,8.9,20.59,15.91,17.89,0.986,non
26794,26793,3.12,1.34,0.0,0.0,1.0,1.0,0.0,19.06,24.05,21.95,21.08,18.46,29.11,24.13,24.4,0.997,non
13466,13465,0.0,0.0,0.0,0.0,1.0,1.0,0.31,15.76,24.28,22.07,18.3,1.15,1.15,1.15,1.15,0.987,non
18353,18352,6.39,4.55,0.0,0.0,1.0,1.0,0.0,10.87,10.25,9.48,10.45,15.8,15.47,13.42,14.41,0.999,non
9350,9349,3.48,1.23,0.0,0.0,1.0,1.0,0.0,18.01,19.17,15.93,19.17,12.68,13.84,10.29,12.93,0.999,non
23665,23664,6.25,0.0,0.0,0.0,0.0,1.0,0.2,17.51,36.94,23.76,23.23,35.11,41.6,32.23,29.89,0.98,non
9635,9634,4.08,5.52,0.0,0.0,0.0,1.0,0.0,12.85,16.24,13.65,13.45,10.79,14.63,11.04,15.78,0.989,non
33112,33111,0.41,0.0,0.0,0.0,1.0,1.0,0.0,16.66,32.33,29.29,27.01,11.54,17.35,10.38,12.96,0.979,non
13606,13605,0.47,0.0,0.0,0.0,1.0,1.0,0.0,10.5,20.6,15.27,16.14,14.35,22.51,16.34,19.36,0.997,non
31820,31819,1.25,0.0,0.0,0.0,1.0,1.0,0.0,12.67,17.13,9.81,15.41,8.13,11.95,9.54,9.5,0.988,non
25281,25280,0.53,0.0,0.0,0.0,0.0,1.0,0.0,5.19,10.44,8.57,10.44,15.04,20.73,17.19,15.57,0.98,non
36609,36608,1.99,0.59,0.0,0.0,1.0,1.0,0.0,17.3,22.07,17.81,18.73,6.53,9.49,6.23,6.49,0.996,non
2376,2375,1.62,0.0,0.0,0.0,1.0,0.5,0.0,18.62,40.93,26.28,25.15,21.1,32.68,20.77,26.1,0.99,non
7916,7915,3.87,0.0,0.0,0.0,0.0,1.0,0.0,13.79,21.97,16.27,20.6,15.78,22.78,20.22,17.91,0.992,non
3915,3914,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.21,14.89,5.72,8.85,9.06,13.6,11.38,10.13,0.96,non
35736,35735,1.2,0.0,0.0,0.0,1.0,1.0,0.2,19.17,29.65,24.51,25.45,14.81,20.88,13.93,16.3,0.995,non
29693,29692,1.08,0.0,0.0,0.0,1.0,1.0,0.0,7.71,20.81,15.95,14.95,17.91,21.7,16.65,19.16,0.967,non
31541,31540,17.56,25.18,0.0,0.0,1.0,1.0,0.0,15.01,19.16,14.71,14.18,17.87,24.47,15.84,18.55,0.998,non
