Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,class
8112,8111,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
13345,13344,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
24736,24735,5.6002,4.0295,0.0,0.0,0.0,1.0,0.0,non
26494,26493,0.0812,0.0,0.0,0.0,1.0,1.0,0.0,non
11532,11531,0.6804,0.0,0.0,0.0,0.0,1.0,0.0,non
21054,21053,0.1537,0.0,0.0,0.0,0.0,1.0,0.0,non
26924,26923,3.3363,3.3866,0.0,0.0,1.0,1.0,0.0,non
260,259,1.8967,0.0,0.0,0.0,1.0,1.0,0.0,non
31705,31704,5.2449,2.0754,0.0,0.0,1.0,1.0,0.0,non
35828,35827,2.0063,0.0,0.0,0.0,1.0,1.0,0.0,non
12905,12904,0.0,0.0,0.0,0.0,0.0,1.0,0.3125,non
15312,15311,1.0019,0.0,0.0,0.0,1.0,0.3333,0.0,non
17119,17118,0.7963,0.0,0.0,0.0,0.0,1.0,0.0,non
28241,28240,1.3568,0.0,0.0,0.0,0.0,1.0,0.0,non
15047,15046,0.1594,0.0,0.0,0.0,1.0,1.0,0.0,non
12163,12162,1.0411,0.0,0.0,0.0,1.0,1.0,0.3125,non
33702,33701,1.3972,0.0,0.0,0.0,1.0,1.0,0.0,non
3523,3522,2.2994,0.7092,0.0,0.0,1.0,1.0,0.0,non
28365,28364,0.1201,0.0,0.0,0.0,1.0,1.0,0.0,non
5124,5123,0.3127,0.0,0.0,0.0,0.0,1.0,0.0,non
30243,30242,1.83,0.0,0.0,0.0,1.0,1.0,0.2,non
18967,18966,0.2936,0.0,0.0,0.0,0.0,1.0,0.0,non
18203,18202,0.0635,0.0,0.0,0.0,1.0,1.0,0.0,non
19127,19126,0.4271,0.0,0.0,0.0,1.0,1.0,0.0,non
15715,15714,0.8711,0.0,0.0,0.0,1.0,1.0,0.303,non
16864,16863,1.0033,0.0,0.0,0.0,1.0,1.0,0.25,non
23654,23653,29.7343,45.9584,0.0,0.0,1.0,1.0,0.0,non
3545,3544,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
23372,23371,0.4467,0.0,0.0,0.0,0.0,1.0,0.0,non
20409,20408,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
5507,5506,4.5612,3.6728,0.0,0.0,1.0,1.0,0.3846,non
34593,34592,2.1604,0.0,0.0,0.0,1.0,1.0,0.0,non
6456,6455,1.4887,0.0,0.0,0.0,1.0,1.0,0.0,non
7986,7985,1.2012,0.0,0.0,0.0,1.0,1.0,0.3226,non
14443,14442,3.7076,1.1078,0.0,0.0,1.0,1.0,0.0,non
20564,20563,5.0374,7.4371,0.0,0.0,1.0,1.0,1.0,non
24224,24223,1.8211,0.0,0.0,0.0,0.0,1.0,0.0,non
9951,9950,0.1326,0.0,0.0,0.0,0.0,1.0,0.3226,non
22483,22482,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
32379,32378,6.5922,6.3196,0.0,0.0,1.0,1.0,0.2,non
13153,13152,0.1597,0.0,0.0,0.0,1.0,1.0,0.0,non
31827,31826,3.4278,1.7149,0.0,0.0,1.0,1.0,0.0,non
37378,37377,1.0848,0.0,0.0,0.0,1.0,1.0,0.0,non
15530,15529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
35064,35063,0.2222,0.0,0.0,0.0,1.0,1.0,0.0,non
12900,12899,0.6011,0.0,0.0,0.0,1.0,1.0,0.0,non
13256,13255,2.8401,0.0,0.0,0.0,1.0,1.0,0.3125,non
15197,15196,1.0864,0.0,0.0,0.0,1.0,1.0,0.0,non
33660,33659,0.1695,0.0,0.0,0.0,1.0,1.0,0.2,non
9576,9575,0.236,0.0,0.0,0.0,1.0,1.0,0.0,non
4667,4666,0.0,0.0,0.0,0.0,1.0,0.5,0.0,non
8775,8774,0.6164,0.0,0.0,0.0,0.0,1.0,0.0,non
13030,13029,0.7516,0.0,0.0,0.0,1.0,1.0,1.0,non
6385,6384,0.6651,0.0,0.0,0.0,1.0,1.0,0.0,non
29339,29338,2.9695,0.0,0.0,0.0,1.0,1.0,0.2,non
33678,33677,3.6337,2.4784,0.0,0.0,1.0,1.0,0.0,non
3549,3548,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
21419,21418,1.1852,0.0,0.0,0.0,1.0,1.0,0.0,non
14260,14259,0.0,0.0,0.0,0.0,0.0,1.0,0.3846,non
11681,11680,1.2751,0.0,0.0,0.0,1.0,1.0,0.0,non
18942,18941,1.0627,0.0,0.0,0.0,1.0,1.0,0.0,non
5302,5301,0.8357,0.0,0.0,0.0,0.0,1.0,0.0,non
29622,29621,3.7298,0.5984,0.0,0.0,1.0,1.0,0.0,non
14567,14566,8.3161,2.7937,0.0,0.0,1.0,1.0,1.0,non
21709,21708,0.1379,0.0,0.0,0.0,1.0,1.0,0.0,non
14542,14541,0.1414,0.0,0.0,0.0,1.0,1.0,0.0,non
8863,8862,0.81,0.0,0.0,0.0,1.0,1.0,0.0,non
31673,31672,1.8019,0.0,0.0,0.0,1.0,1.0,0.0,non
31333,31332,1.5908,0.0,0.0,0.0,0.0,1.0,0.0,non
9693,9692,1.1703,0.5987,0.0,0.0,1.0,1.0,0.3125,non
26287,26286,4.0783,3.8101,0.0,0.0,1.0,1.0,0.0,non
16670,16669,1.2939,0.0,0.0,0.0,1.0,1.0,0.0,non
21296,21295,3.2606,0.0,0.0,1.0,1.0,1.0,0.0,non
30793,30792,2.4342,1.133,0.0,0.0,1.0,1.0,0.0,non
37575,37574,0.1297,0.0,0.0,0.0,0.0,1.0,0.0,non
19420,19419,0.0,0.0,0.0,0.0,1.0,1.0,0.25,non
24003,24002,2.3693,1.1958,0.0,0.0,1.0,1.0,0.2,non
12412,12411,1.641,0.0,0.0,0.0,1.0,1.0,0.0,non
19053,19052,1.0556,0.0,0.0,0.0,1.0,1.0,0.0,non
25110,25109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
1206,1205,0.5129,0.0,0.0,0.0,0.0,1.0,0.0,non
36839,36838,0.0,0.0,0.0,1.0,0.0,1.0,0.0,non
23332,23331,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
24923,24922,0.954,0.0,0.0,0.0,1.0,1.0,0.0,non
29924,29923,1.7838,0.0,0.0,0.0,1.0,1.0,0.0,non
27072,27071,11.2825,14.7286,0.0,0.0,1.0,1.0,0.0,non
1521,1520,1.8801,0.0,0.0,0.0,0.0,1.0,0.0,non
31130,31129,0.5815,0.0,0.0,0.0,0.0,1.0,0.0,non
4068,4067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
26273,26272,0.1108,0.0,0.0,0.0,1.0,1.0,0.0,non
31816,31815,0.3579,0.0,0.0,0.0,1.0,1.0,0.0,non
10490,10489,1.0836,0.3937,0.0,0.0,1.0,1.0,0.6667,non
11260,11259,3.7017,3.1467,0.0,0.0,1.0,1.0,0.0,non
7341,7340,0.6921,0.0,0.0,0.0,0.0,1.0,0.0,non
20309,20308,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
35108,35107,2.6465,0.0,0.0,0.0,1.0,1.0,0.0,non
3592,3591,0.3717,0.0,0.0,0.0,1.0,1.0,0.0,non
25526,25525,0.942,0.0,0.0,0.0,1.0,1.0,0.0,non
26641,26640,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
14361,14360,0.9934,0.0,0.0,0.0,1.0,1.0,0.303,non
37150,37149,1.9953,0.1802,0.0,0.0,1.0,1.0,0.0,non
33852,33851,5.28,0.0,0.0,0.0,1.0,1.0,0.0,non
30377,30376,1.2495,0.0,0.0,0.0,1.0,1.0,0.0,non
35811,35810,2.1525,0.0,0.0,0.0,1.0,1.0,0.0,non
8761,8760,0.5225,0.0,0.0,0.0,0.0,1.0,0.0,non
1517,1516,0.279,0.0,0.0,0.0,1.0,1.0,0.0,non
19041,19040,0.3216,0.0,0.0,0.0,1.0,1.0,0.3125,non
10563,10562,0.3589,0.0,0.0,0.0,1.0,1.0,0.0,non
26893,26892,8.123,7.9311,0.0,0.0,1.0,1.0,0.0,non
14632,14631,0.7959,0.0,0.0,0.0,1.0,1.0,0.0,non
25111,25110,0.8193,0.0,0.0,0.0,1.0,1.0,0.0,non
10370,10369,0.2125,0.0,0.0,0.0,1.0,1.0,0.0,non
5921,5920,0.5483,0.0,0.0,0.0,0.0,1.0,0.3333,non
86,85,0.5515,0.0,0.0,0.0,1.0,1.0,0.0,non
15603,15602,4.8008,0.0,0.0,0.0,1.0,1.0,0.6667,non
26224,26223,1.1778,0.0,0.0,0.0,1.0,1.0,0.2,non
17401,17400,17.5595,25.3164,0.0,0.0,1.0,1.0,0.0,non
24999,24998,0.6074,0.0,0.0,0.0,1.0,1.0,0.0,non
29429,29428,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
9014,9013,1.0583,0.0,0.0,0.0,0.0,1.0,0.0,non
10282,10281,0.0,0.0,0.0,0.0,0.0,1.0,0.3125,non
31685,31684,9.4197,7.9715,0.0,0.0,1.0,1.0,0.0,non
5952,5951,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
26301,26300,1.0085,0.0,0.0,0.0,1.0,1.0,0.0,non
22575,22574,0.2924,0.0,0.0,0.0,1.0,1.0,0.0,non
9645,9644,0.3167,0.0,0.0,0.0,1.0,1.0,0.0,non
36831,36830,0.3214,0.0,0.0,0.0,1.0,1.0,0.0,non
26333,26332,0.1321,0.0,0.0,0.0,1.0,1.0,0.0,non
37075,37074,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
32505,32504,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
16942,16941,0.1708,0.0,0.0,0.0,1.0,1.0,0.25,non
27277,27276,0.7667,0.0,0.0,0.0,1.0,1.0,0.2,non
24495,24494,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
28650,28649,1.5959,0.0,0.0,0.0,1.0,1.0,0.0,non
6927,6926,0.8135,0.0,0.0,0.0,1.0,1.0,0.0,non
33819,33818,4.6002,1.933,0.0,0.0,0.0,1.0,0.0,non
15432,15431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
4476,4475,1.2804,0.0,0.0,0.0,0.0,1.0,0.3846,non
11148,11147,2.2016,0.0,0.0,0.0,1.0,1.0,0.0,non
12645,12644,2.162,0.0,0.0,0.0,1.0,1.0,0.0,non
3492,3491,0.0,0.0,0.0,1.0,1.0,1.0,0.0,non
33180,33179,3.8706,2.4784,0.0,0.0,1.0,1.0,0.0,non
31585,31584,2.9031,0.5419,0.0,0.0,1.0,1.0,0.0,non
6942,6941,0.9016,0.0,0.0,0.0,1.0,1.0,0.0,non
1162,1161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
34147,34146,0.4867,0.3763,0.0,0.0,1.0,1.0,0.0,non
24907,24906,1.6858,0.0,0.0,0.0,0.0,1.0,0.25,non
14461,14460,6.3471,1.2106,0.0,0.0,0.0,1.0,0.3125,non
25040,25039,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
16876,16875,7.4135,3.8042,0.0,0.0,1.0,1.0,0.0,non
12500,12499,1.1597,0.0,0.0,0.0,1.0,1.0,0.0,non
35544,35543,4.2106,1.4573,0.0,0.0,0.0,1.0,0.0,non
3499,3498,1.6755,0.1596,0.0,0.0,1.0,1.0,0.0,non
18196,18195,0.5085,0.0,0.0,0.0,1.0,1.0,0.0,non
18093,18092,0.6731,0.0,0.0,0.0,1.0,1.0,0.0,non
1330,1329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
9617,9616,5.7359,0.0,0.0,0.0,1.0,1.0,0.0,non
28312,28311,12.8984,19.1513,0.0,0.0,1.0,1.0,0.0,non
4440,4439,15.2194,19.6211,0.0,0.0,0.0,1.0,0.0,non
3210,3209,0.3435,0.5071,0.0,0.0,1.0,1.0,0.0,non
30578,30577,7.4405,3.1992,0.0,0.0,1.0,1.0,0.0,non
32833,32832,3.5252,2.2054,0.0,0.0,1.0,1.0,0.0,non
17044,17043,0.6175,0.0,0.0,0.0,1.0,1.0,0.0,non
7016,7015,0.2079,0.0,0.0,0.0,0.0,1.0,0.0,non
1633,1632,1.2048,0.0,0.0,0.0,0.0,1.0,0.4,non
10283,10282,0.5614,0.0,0.0,0.0,0.0,1.0,0.0,non
28757,28756,0.7554,0.0,0.0,0.0,1.0,1.0,0.0,non
35265,35264,2.3154,0.5863,0.0,0.0,1.0,1.0,0.0,non
20515,20514,1.9485,0.0,0.0,0.0,0.0,1.0,0.0,non
28295,28294,1.3083,0.0,0.0,0.0,1.0,1.0,0.0,non
33855,33854,1.259,0.0,0.0,0.0,1.0,1.0,0.0,non
8673,8672,0.0,0.0,0.0,0.0,1.0,1.0,0.6667,non
33007,33006,0.2632,0.0,0.0,0.0,1.0,1.0,0.0,non
26676,26675,7.0377,2.5507,0.0,0.0,1.0,1.0,1.0,non
20279,20278,1.1761,0.0,0.0,0.0,1.0,1.0,0.25,non
15770,15769,0.1418,0.0,0.0,0.0,1.0,1.0,0.0,non
28430,28429,3.7709,1.6506,0.0,0.0,1.0,1.0,0.2,non
30648,30647,0.7642,0.0,0.0,0.0,1.0,1.0,0.2,non
23499,23498,0.9372,0.0,0.0,0.0,0.0,1.0,0.0,non
10082,10081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
10987,10986,0.3194,0.0,0.0,0.0,1.0,1.0,0.3125,non
23848,23847,0.2818,0.0,0.0,0.0,1.0,1.0,0.2,non
3755,3754,1.019,0.0,0.0,0.0,0.0,1.0,0.4,non
4897,4896,5.2692,11.3551,0.0,0.0,1.0,1.0,0.0,non
31051,31050,1.8679,0.0,0.0,0.0,1.0,1.0,0.0,non
22613,22612,0.3833,0.0,0.0,0.0,1.0,1.0,0.0,non
22635,22634,3.1587,0.6143,0.0,0.0,0.0,1.0,0.0,non
34866,34865,0.5754,0.0,0.0,0.0,1.0,1.0,0.2,non
6890,6889,0.5841,0.0,0.0,0.0,1.0,1.0,0.0,non
28491,28490,3.247,0.9658,0.0,0.0,1.0,1.0,0.0,non
6987,6986,0.5359,0.0,0.0,0.0,1.0,1.0,0.3333,non
37193,37192,1.0424,0.0,0.0,0.0,1.0,1.0,0.0,non
11996,11995,0.3257,0.0,0.0,0.0,1.0,1.0,0.6667,non
36141,36140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
13495,13494,12.1504,6.5377,0.0,1.0,1.0,1.0,0.0,non
30548,30547,2.571,1.7345,0.0,0.0,1.0,1.0,0.2,non
33277,33276,3.0459,2.7854,0.0,0.0,1.0,1.0,0.0,non
30583,30582,2.3569,0.6355,0.0,0.0,1.0,1.0,0.0,non
10281,10280,1.0353,0.0,0.0,0.0,1.0,1.0,1.0,non
4480,4479,1.0469,0.0,0.0,0.0,1.0,1.0,0.4,non
14202,14201,0.0,0.0,0.0,0.0,1.0,1.0,0.3571,non
8143,8142,0.5941,0.0,0.0,0.0,1.0,1.0,0.6667,non
30984,30983,3.3472,0.6694,0.0,0.0,1.0,1.0,0.0,non
35625,35624,1.7209,0.0,0.0,0.0,0.0,1.0,0.0,non
33041,33040,0.2906,0.0,0.0,0.0,1.0,1.0,0.0,non
772,771,0.1594,0.0,0.0,0.0,1.0,1.0,0.0,non
9129,9128,1.128,0.0,0.0,0.0,1.0,1.0,0.0,non
13007,13006,2.3626,0.0,0.0,0.0,1.0,1.0,0.3125,non
26082,26081,0.6927,0.0,0.0,0.0,1.0,1.0,0.0,non
30565,30564,3.9919,2.8633,0.0,0.0,1.0,1.0,0.0,non
8766,8765,1.0736,0.0,0.0,0.0,0.0,1.0,0.0,non
20402,20401,0.641,0.0,0.0,0.0,1.0,1.0,0.0,non
19278,19277,1.8275,0.0,0.0,0.0,1.0,1.0,0.0,non
1710,1709,1.1853,0.0,0.0,0.0,1.0,1.0,0.0,non
24110,24109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
29729,29728,0.7587,0.0,0.0,0.0,1.0,1.0,0.2,non
7732,7731,2.8433,0.0,0.0,0.0,0.0,1.0,0.0,non
32602,32601,0.4942,0.0,0.0,0.0,1.0,1.0,0.0,non
27431,27430,1.083,0.0,0.0,0.0,0.0,1.0,0.0,non
26354,26353,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
35407,35406,1.3209,0.0,0.0,0.0,1.0,1.0,0.0,non
13776,13775,0.713,0.0,0.0,0.0,0.0,1.0,0.0,non
8511,8510,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
21121,21120,1.9189,0.0,0.0,0.0,1.0,1.0,0.0,non
15716,15715,1.8447,0.0,0.0,0.0,1.0,1.0,0.0,non
12220,12219,0.7309,0.0,0.0,0.0,1.0,1.0,0.0,non
35598,35597,0.3865,0.0,0.0,0.0,1.0,1.0,0.0,non
29665,29664,2.2375,0.0,0.0,0.0,1.0,1.0,0.2,non
16065,16064,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
20956,20955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
21844,21843,0.1721,0.0,0.0,0.0,1.0,1.0,0.0,non
21619,21618,0.1457,0.0,0.0,0.0,1.0,1.0,0.0,non
25096,25095,1.2767,0.0,0.0,0.0,1.0,1.0,0.0,non
20229,20228,0.1199,0.0,0.0,0.0,0.0,1.0,0.0,non
18886,18885,0.839,0.0,0.0,0.0,1.0,1.0,0.0,non
17456,17455,0.7028,0.0,0.0,0.0,1.0,1.0,0.0,non
2476,2475,1.8258,1.4321,0.0,0.0,1.0,1.0,0.0,non
20000,19999,0.5937,0.0,0.0,0.0,1.0,1.0,0.0,non
9184,9183,0.138,0.0,0.0,0.0,1.0,1.0,0.3125,non
12376,12375,0.2723,0.0,0.0,0.0,1.0,1.0,0.3125,non
22251,22250,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
31245,31244,4.747,0.8966,0.0,0.0,0.0,1.0,0.303,non
16589,16588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
28982,28981,4.4267,1.8587,0.0,0.0,1.0,1.0,0.0,non
7707,7706,2.1495,0.0,0.0,0.0,1.0,1.0,0.0,non
36931,36930,0.524,0.0,0.0,0.0,1.0,1.0,0.2,non
30103,30102,5.7353,2.8975,0.0,0.0,1.0,1.0,0.0,non
3591,3590,1.6286,0.0,0.0,0.0,0.0,1.0,0.0,non
8758,8757,8.1158,9.2247,0.0,0.0,0.0,1.0,0.3226,non
9796,9795,2.3905,1.33,0.0,0.0,1.0,1.0,0.0,non
12686,12685,0.884,0.0,0.0,0.0,1.0,1.0,0.3226,non
13938,13937,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
27421,27420,7.8935,7.2215,0.0,0.0,1.0,1.0,0.0,non
12233,12232,0.6821,0.0,0.0,0.0,1.0,1.0,0.3125,non
27772,27771,0.9066,0.0,0.0,0.0,1.0,1.0,0.0,non
7071,7070,2.4404,0.0,0.0,0.0,1.0,1.0,0.3333,non
27412,27411,3.2669,0.6749,0.0,0.0,1.0,1.0,0.0,non
21169,21168,3.9054,4.1436,0.0,1.0,1.0,1.0,0.0,non
18875,18874,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
27407,27406,6.3567,1.5657,0.0,0.0,1.0,1.0,0.0,non
18871,18870,0.3288,0.0,0.0,0.0,0.0,1.0,0.0,non
16255,16254,1.3564,0.0,0.0,0.0,1.0,1.0,0.0,non
34298,34297,0.9623,0.0,0.0,0.0,0.0,1.0,0.0,non
19294,19293,2.9321,0.0,0.0,0.0,1.0,1.0,0.0,non
9879,9878,17.0774,23.0317,0.0,0.0,1.0,1.0,0.0,non
26890,26889,5.5296,2.4617,0.0,0.0,1.0,1.0,0.2,non
14539,14538,0.6427,0.0,0.0,0.0,1.0,1.0,0.0,non
35098,35097,0.1386,0.0,0.0,0.0,1.0,1.0,0.2,non
25116,25115,0.3609,0.0,0.0,0.0,1.0,1.0,0.303,non
10731,10730,1.3078,0.0,0.0,0.0,1.0,1.0,0.3125,non
21833,21832,0.0,0.0,0.0,0.0,0.0,1.0,0.25,non
24928,24927,0.1884,0.0,0.0,0.0,0.0,1.0,0.0,non
8039,8038,2.7671,0.0,0.0,0.0,1.0,1.0,0.0,non
7878,7877,1.3811,0.0,0.0,0.0,1.0,1.0,0.0,non
36727,36726,3.2014,0.748,0.0,0.0,1.0,1.0,1.0,non
26088,26087,12.3332,15.4709,0.0,0.0,1.0,1.0,0.0,non
12971,12970,1.5916,0.0,0.0,0.0,1.0,1.0,0.3125,non
9249,9248,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
6543,6542,0.9149,0.0,0.0,0.0,1.0,1.0,0.3333,non
8515,8514,1.1602,0.0,0.0,0.0,1.0,1.0,0.0,non
14905,14904,1.055,0.0,0.0,0.0,1.0,1.0,0.3125,non
31109,31108,12.579,13.7836,0.0,0.0,1.0,1.0,0.0,non
18870,18869,0.3056,0.0,0.0,0.0,0.0,1.0,0.0,non
27387,27386,3.5455,1.275,0.0,0.0,1.0,1.0,0.0,non
18482,18481,1.1026,0.0,0.0,0.0,0.0,1.0,0.303,non
33121,33120,0.4689,0.0,0.0,0.0,1.0,1.0,0.0,non
17793,17792,2.0157,0.0,0.0,0.0,1.0,1.0,0.0,non
7256,7255,0.7126,0.8214,0.0,0.0,1.0,1.0,0.0,non
678,677,0.5624,0.0,0.0,0.0,1.0,1.0,0.0,non
8636,8635,0.3581,0.0,0.0,0.0,0.0,1.0,0.0,non
2510,2509,0.147,0.0,0.0,0.0,1.0,1.0,0.0,non
28227,28226,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
34177,34176,0.7386,0.0,0.0,0.0,1.0,1.0,0.2,non
36536,36535,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
24840,24839,0.5422,0.0,0.0,0.0,1.0,1.0,0.2,non
21044,21043,4.5202,0.9526,0.0,0.0,1.0,1.0,0.25,non
10193,10192,1.8928,0.0,0.0,0.0,0.0,1.0,0.0,non
7627,7626,2.971,0.0,0.0,0.0,0.0,1.0,0.0,non
21939,21938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
27371,27370,3.2857,1.4621,0.0,0.0,1.0,1.0,0.2,non
5153,5152,0.636,0.0,0.0,0.0,1.0,1.0,0.0,non
15487,15486,2.4994,0.0,0.0,0.0,1.0,1.0,0.3226,non
26443,26442,12.6031,16.9139,0.0,0.0,1.0,1.0,0.0,non
19304,19303,0.6577,0.0,0.0,0.0,1.0,1.0,0.25,non
22751,22750,0.901,0.2135,0.0,0.0,0.0,1.0,0.0,non
11734,11733,2.1214,0.4703,0.0,0.0,1.0,1.0,0.0,non
11149,11148,0.3925,0.0,0.0,0.0,0.0,1.0,0.0,non
37076,37075,1.014,0.0,0.0,0.0,1.0,1.0,0.303,non
17695,17694,0.7638,0.0,0.0,0.0,1.0,1.0,0.0,non
7673,7672,1.4767,0.6245,0.0,0.0,1.0,1.0,0.0,non
26794,26793,3.1225,1.3418,0.0,0.0,1.0,1.0,0.0,non
29223,29222,0.325,0.0,0.0,0.0,1.0,1.0,0.0,non
7920,7919,2.1717,0.0,0.0,0.0,1.0,0.5,0.3226,non
20971,20970,0.5992,0.1724,0.0,0.0,1.0,1.0,0.3125,non
28295,28294,1.3083,0.0,0.0,0.0,1.0,1.0,0.0,non
6151,6150,2.0061,0.5944,0.0,0.0,0.0,1.0,0.0,non
37636,37635,0.0,0.0,0.0,0.0,0.0,1.0,0.2,non
25069,25068,1.9872,0.0,0.0,0.0,1.0,1.0,0.2,non
21923,21922,0.4086,0.0,0.0,0.0,0.0,1.0,0.0,non
4907,4906,1.891,0.0,0.0,0.0,1.0,1.0,0.3333,non
11431,11430,2.5718,0.3904,0.0,0.0,1.0,1.0,0.3226,non
13462,13461,0.6541,0.0,0.0,0.0,1.0,1.0,0.0,non
31879,31878,8.8544,9.0133,0.0,0.0,1.0,1.0,0.0,non
16511,16510,2.2325,0.9635,0.0,0.0,1.0,1.0,0.303,non
14237,14236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
15718,15717,0.099,0.0,0.0,0.0,1.0,1.0,0.0,non
25148,25147,0.7088,0.0,0.0,0.0,1.0,1.0,0.2,non
18327,18326,3.3574,1.1456,0.0,0.0,1.0,1.0,0.0,non
9574,9573,0.7065,0.0,0.0,0.0,0.0,1.0,0.0,non
9447,9446,1.0491,0.0,0.0,0.0,1.0,1.0,0.0,non
18293,18292,0.8405,0.0,0.0,0.0,1.0,1.0,0.0,non
7285,7284,0.8504,0.0,0.0,0.0,1.0,1.0,1.0,non
8608,8607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
30536,30535,1.5094,0.6274,0.0,0.0,1.0,1.0,0.0,non
27858,27857,1.9465,0.0,0.0,0.0,1.0,1.0,0.0,non
35337,35336,2.1063,0.0,0.0,0.0,1.0,1.0,0.0,non
7531,7530,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
26945,26944,0.9732,0.0,0.0,0.0,1.0,1.0,0.0,non
488,487,6.4171,0.0,0.0,0.0,1.0,1.0,0.0,non
30388,30387,6.1935,0.0,0.0,0.0,1.0,1.0,0.2,non
10563,10562,0.3589,0.0,0.0,0.0,1.0,1.0,0.0,non
1974,1973,2.5205,1.2923,0.0,1.0,1.0,1.0,1.0,non
17646,17645,1.9915,0.0,0.0,0.0,1.0,1.0,0.0,non
36245,36244,0.559,0.0,0.0,0.0,1.0,1.0,1.0,non
13765,13764,1.0056,0.0,0.0,0.0,1.0,1.0,0.0,non
28810,28809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
14955,14954,0.6777,0.0,0.0,0.0,1.0,1.0,0.0,non
31263,31262,3.4119,1.2136,0.0,0.0,1.0,1.0,0.0,non
23056,23055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
31490,31489,17.81,25.3164,0.0,0.0,1.0,1.0,0.0,non
30781,30780,2.6023,1.3828,0.0,0.0,1.0,1.0,0.0,non
9107,9106,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
1280,1279,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
28538,28537,1.0017,0.0,0.0,0.0,1.0,1.0,0.2,non
8081,8080,3.1549,0.0,0.0,0.0,1.0,1.0,0.0,non
10278,10277,2.1655,0.0,0.0,0.0,1.0,1.0,0.0,non
18652,18651,0.6512,0.0,0.0,0.0,1.0,1.0,0.0,non
16573,16572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
19616,19615,1.6942,0.1401,0.0,0.0,1.0,1.0,0.25,non
9247,9246,1.0729,0.0,0.0,0.0,1.0,1.0,0.3226,non
5677,5676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
29254,29253,0.7148,0.0,0.0,0.0,0.0,1.0,0.303,non
21964,21963,0.1657,0.0,0.0,0.0,1.0,1.0,0.0,non
15930,15929,0.6757,0.0,0.0,0.0,0.0,1.0,0.3125,non
8921,8920,0.135,0.0,0.0,0.0,0.0,1.0,0.0,non
11402,11401,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
18139,18138,1.172,0.0,0.0,0.0,1.0,1.0,0.9091,non
31094,31093,5.0871,3.3735,0.0,0.0,1.0,1.0,0.0,non
7494,7493,0.6674,0.0,0.0,0.0,1.0,1.0,0.0,non
29231,29230,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
13041,13040,1.5987,0.0,0.0,0.0,1.0,1.0,0.0,non
18336,18335,1.7628,0.3045,0.0,0.0,1.0,1.0,0.303,non
2030,2029,1.1597,0.0,0.0,0.0,0.0,1.0,0.0,non
30544,30543,4.6656,2.1621,0.0,0.0,1.0,1.0,0.0,non
5594,5593,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
10342,10341,3.0727,0.2757,0.0,0.0,1.0,1.0,1.0,non
