bugid,c1,c2,c3,c4,c5,c6
20110,2.5908,0.0,0.4206,1.7608,0.6944,3.1644
20109,2.005,0.8618,1.5088,1.2168,1.0031,3.5344
20108,2.3482,1.6351,3.5092,3.5948,2.413,3.5833
20107,1.6354,0.0,3.8943,0.6176,1.0178,2.7262
20106,1.3191,2.2385,5.2671,1.4088,0.7694,5.0833
20105,3.9744,0.8541,2.457,2.3517,0.8593,6.4925
20104,3.0722,0.6576,5.122,3.0139,1.4234,8.0404
20103,3.3747,0.563,4.8406,1.6485,1.7113,3.447
20102,2.8184,0.038,0.2406,0.8534,0.3143,6.688
20101,2.6886,0.6321,1.1836,3.9225,2.4469,4.1423
20100,1.2495,1.1906,1.0575,3.2349,0.3958,1.9457
20099,4.356,0.0,4.3554,3.4683,0.0,6.1216
20098,5.7329,2.1724,1.5952,5.1481,2.1016,5.8399
20097,2.8057,1.7803,1.4087,2.9014,0.4154,2.6883
20096,3.34,2.3745,3.8769,5.7773,1.6683,5.1818
20095,5.9395,2.6514,0.9375,1.5189,0.0,4.3387
20094,6.5129,1.0522,2.5569,2.3142,1.8942,7.6786
20093,6.5129,1.0522,2.5569,2.3142,1.8942,7.6786
20092,0.8672,3.7919,1.7031,2.704,0.3992,0.9386
20091,3.1566,1.2563,3.5797,2.7299,1.2614,5.232
20090,3.1566,1.2563,3.5797,2.7299,1.2614,5.232
20089,2.8529,1.2622,3.6821,1.746,0.0,5.8933
20088,2.9701,0.0,2.6517,2.1143,0.3542,6.5864
20087,5.1836,1.3377,1.3457,5.1839,0.5847,4.6854
20086,4.0754,0.9482,2.9245,0.5358,0.8099,2.2937
20085,2.7075,0.3681,2.3241,1.0665,0.4591,6.3508
20084,7.019,1.7368,3.2178,6.9419,0.292,7.1682
20083,2.7253,0.0,1.0335,1.1556,0.6415,5.1756
20082,2.3679,0.0,2.3422,1.1926,0.8082,6.1389
20081,1.7802,0.0,3.6227,1.4777,1.4777,11.0491
20080,4.5513,0.7188,1.336,3.5904,1.4878,7.764
20079,5.3163,0.7642,5.3813,1.9053,1.7579,10.3438
20078,4.4434,2.2675,4.8877,3.8373,1.1419,7.7512
20077,3.9591,0.0,3.0601,0.0,0.7827,2.4513
20076,1.2755,0.0,1.337,2.4395,1.0246,2.0987
20075,2.9203,0.7122,0.7146,0.0,0.0,2.1298
20074,4.9387,1.2,3.1067,0.3266,0.0,12.0524
20073,5.5153,1.8426,3.8463,2.8565,1.1727,6.6255
20072,0.5517,1.1247,1.4135,0.0,1.2327,3.9549
20071,4.9453,1.1549,4.8333,5.0579,2.2431,8.2235
20070,4.5659,1.9341,3.9141,3.8546,0.0,5.9327
20069,4.5659,1.9341,3.9141,3.8546,0.0,5.9327
20068,2.7575,0.6737,2.8079,0.6737,0.0,4.9138
20067,3.4526,2.5488,0.6628,3.623,1.1526,3.5518
20066,6.3305,1.6857,5.1711,2.9565,0.4604,7.3806
20065,3.4384,1.5916,3.1943,1.8329,0.9415,3.48
20064,2.4399,0.8247,2.7373,2.4157,0.0,3.2495
20063,5.4743,0.0,4.6811,1.7732,2.4284,7.7079
20062,2.4615,1.1199,0.7624,1.9013,0.7182,4.1643
20061,2.0394,1.4302,0.3376,2.8024,0.2731,4.4574
20060,1.5335,0.7961,0.522,1.906,0.4353,3.7528
20059,2.7856,1.1116,3.6316,2.2578,1.2729,4.8316
20058,3.247,1.0083,2.2399,3.3834,0.1627,5.9251
20057,3.8751,1.6561,3.8199,7.4493,1.2825,7.4226
20056,3.6088,1.3247,2.9405,1.3259,0.5677,8.0121
20055,2.1184,0.4671,2.864,2.0698,0.9101,5.1801
20054,2.6379,2.2153,3.9334,0.7753,0.521,7.6356
20053,1.7667,1.0924,6.2284,3.27,2.3616,7.9653
20052,4.4873,2.0993,1.6508,1.8101,0.301,5.811
20051,5.3527,1.1702,1.9121,2.2881,0.0,6.658
20050,6.8975,0.7185,6.585,4.8376,4.7847,14.6048
20049,2.6351,0.4568,1.8187,2.7784,1.6844,7.2397
20048,2.6351,0.4568,1.8187,2.7784,1.6844,7.2397
20047,5.4351,0.9013,10.852,3.8155,2.6631,16.8095
20046,5.47,0.8415,4.4656,3.0455,0.8399,8.3559
20045,5.0025,0.0,7.2584,1.9384,3.6054,5.8429
20044,3.1189,1.6836,2.4687,4.7921,2.1962,7.8025
20043,1.1019,0.0,1.1573,1.1019,1.1163,3.9845
20042,3.4801,0.0,0.9167,1.4882,0.9545,5.4607
20041,2.3256,0.0,0.0,2.3256,0.0,2.1647
20040,7.1156,2.906,1.9855,5.8229,0.0,5.9906
20039,3.0799,1.3885,0.6288,2.0755,0.0,6.2326
20038,3.8803,2.5552,1.1278,3.5615,1.3093,5.3862
20037,5.8069,0.9068,4.9814,2.4908,0.8151,7.0082
20036,7.9372,3.3158,5.3212,6.3276,3.7481,12.3285
20035,3.3536,0.3911,1.1322,1.792,0.4086,6.2929
20034,3.3536,0.3911,1.1322,1.792,0.4086,6.2929
20033,0.0,0.0,0.0,0.0,0.0,0.0
20032,4.1515,0.9599,2.8672,2.7064,2.1604,6.4501
20031,4.1515,0.9599,2.8672,2.7064,2.1604,6.4501
20030,2.0902,1.9807,2.3675,2.6061,4.0121,6.529
20029,6.0426,0.8711,0.4282,1.6975,1.3709,3.4243
20028,2.2716,0.4915,3.0441,1.3959,1.9449,7.3628
20027,4.0817,0.0,0.0,2.1656,0.0,2.9067
20026,6.5564,1.3384,9.1103,2.531,2.8994,8.9135
20025,1.1727,0.8864,0.7318,0.301,0.2739,1.3076
20024,1.1727,0.8864,0.7318,0.301,0.2739,1.3076
20023,2.5477,0.9044,0.0,2.5477,0.7069,0.9044
20022,3.8984,1.2225,2.0449,3.8978,1.1383,3.8628
20021,7.1033,1.3025,2.4039,0.9281,0.0,4.1406
20020,3.1996,0.3455,0.8622,1.3486,0.0,3.0616
20019,3.1996,0.3455,0.8622,1.3486,0.0,3.0616
20018,1.6076,0.0,0.3246,2.1203,0.0,4.593
20017,1.3169,1.8173,0.5645,0.8266,0.5645,1.1546
20016,5.835,0.9243,1.9358,3.5515,1.0073,3.8873
20015,4.3437,2.8081,5.2508,4.543,1.0817,5.3738
20014,5.9585,0.0,1.7852,3.1899,1.139,3.3376
20013,5.9929,0.0,1.7903,3.1988,1.139,3.3549
20012,4.3198,0.6551,1.7293,2.0041,1.3354,4.0044
20011,2.9905,0.7325,2.5349,0.8873,0.0,2.4894
20010,5.3936,1.5952,2.0431,1.6325,0.366,6.5364
20009,5.9842,2.154,2.2083,4.5005,1.9026,9.0468
20008,5.9842,2.154,2.2083,4.5005,1.9026,9.0468
20007,1.4844,0.7062,0.7614,1.4702,0.9403,4.385
20006,1.4844,0.7062,0.7614,1.4702,0.9403,4.385
20005,3.1218,0.6904,0.898,1.5788,0.0,4.3257
20004,4.9274,1.4831,2.532,1.5556,0.9706,6.4848
20003,6.6253,0.4025,2.0424,2.1807,1.6179,8.1812
20002,5.8208,0.4025,2.0424,2.1807,1.6179,7.3767
20001,6.1421,2.2701,0.5025,3.6386,1.8481,6.3891
20000,3.3621,2.4271,0.9185,0.0,0.0,2.9365
19999,3.086,0.6566,1.7936,0.6566,0.0,4.873
19998,2.1782,1.0715,3.1649,2.611,1.6302,5.525
19997,4.6516,0.4458,4.1303,3.8942,1.2434,7.4128
19996,3.609,2.3653,3.5558,2.5509,0.0,6.4226
19995,3.609,2.3653,3.5558,2.5509,0.0,6.4226
19994,4.1304,0.3488,0.6004,4.4486,1.1872,4.2106
19993,1.8416,2.0664,3.0807,3.0769,1.1678,5.5182
19992,3.183,1.3533,2.0154,1.7234,1.0031,4.7831
19991,2.5009,0.0,2.203,1.0579,1.0798,6.4535
19990,3.9524,0.0,4.5751,2.3906,0.0,4.3348
19989,2.5016,0.0,1.693,0.5995,0.7581,6.8627
19988,1.1834,0.7159,0.9846,1.321,0.9846,1.3438
19987,1.8108,0.9247,3.1347,1.7273,1.1312,3.4312
19986,3.6558,0.0,1.9446,2.4183,0.71,5.1903
19985,3.4514,0.0,2.3793,1.8105,1.8105,7.6729
19984,3.4514,0.0,2.3793,1.8105,1.8105,7.6729
19983,3.5948,0.0,4.1087,4.3174,0.8011,4.7579
19982,3.7353,3.2411,1.0974,3.5041,1.0974,2.8742
19981,3.0866,0.3612,0.8746,0.3612,0.3582,2.6139
19980,3.8671,2.6723,3.1865,2.7165,0.0,9.5907
19979,2.8402,0.0,5.0459,0.4907,0.0,7.5203
19978,3.548,1.3451,1.0307,5.4239,1.3451,2.2379
19977,0.7383,0.9588,1.7094,1.6129,0.3025,4.7847
19976,0.0,0.0,0.6758,2.9707,0.0,1.2252
19975,1.6803,0.7223,1.6342,3.2123,0.8406,2.7986
19974,3.3916,0.0,3.9146,1.2193,1.0784,9.4449
19973,6.0558,1.938,2.5098,2.0349,0.8866,2.238
19972,0.5831,0.0,0.5831,0.5831,0.8963,4.7749
19971,0.0,0.9287,1.786,0.6548,2.0119,3.9427
19970,5.2867,0.0,3.3163,6.2437,1.5359,8.9721
19969,5.2867,0.0,3.3163,6.2437,1.5359,8.9721
19968,3.3833,1.8744,3.4469,0.9178,0.0,3.0794
19967,5.3914,0.0,0.4624,2.459,1.9136,5.3352
19966,2.9521,0.0,0.0,2.6584,1.5387,2.6584
19965,0.0,1.0658,0.0,0.0,0.0,0.0
19964,3.7669,2.479,1.4617,4.5616,1.4617,4.3478
19963,1.55,0.0,0.6755,0.0,0.6755,2.3144
19962,1.6341,1.1055,0.5435,1.6396,0.0,1.7948
19961,1.6341,1.1055,0.5435,1.6396,0.0,1.7948
19960,1.8473,0.0,0.0,0.0,0.0,1.8473
19959,4.9704,1.6193,1.8035,3.8862,0.0,6.15
19958,3.7939,1.4091,2.0034,2.1182,0.0,4.8259
19957,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19956,1.1067,1.4021,3.4977,2.641,0.0,5.7969
19955,5.0111,2.1858,6.2052,5.3492,3.457,8.2935
19954,8.0146,1.1018,1.7632,3.3652,0.0,4.4835
19953,4.1719,1.7575,1.5088,3.3838,1.0031,3.426
19952,2.4683,1.263,2.8825,2.8028,0.0,5.2105
19951,1.8218,1.1016,3.9191,2.6017,2.7093,4.9336
19950,2.4071,1.608,0.6167,2.6679,0.6167,5.3121
19949,3.2727,2.146,1.8359,4.5903,0.5183,3.6108
19948,3.2727,2.146,1.8359,4.5903,0.5183,3.6108
19947,1.5102,2.3393,2.8547,2.5609,1.8847,4.3434
19946,0.8889,0.0,2.765,0.8889,0.0,4.0992
19945,2.6452,1.5021,1.5088,1.8571,1.0031,2.5132
19944,0.0,0.0,0.0,0.0,0.0,0.0
19943,2.1127,2.5271,3.0535,3.6592,0.0,4.4622
19942,4.9303,0.0,0.0,0.9189,0.0,7.3213
19941,1.7431,0.9978,1.2658,3.8854,0.4016,6.7183
19940,3.115,1.6979,1.4345,5.4394,0.0,4.2826
19939,1.7971,0.3609,0.3609,0.7066,0.9175,4.2622
19938,1.7971,0.3609,0.3609,0.7066,0.9175,4.2622
19937,2.1501,0.3609,0.3609,1.0596,0.9175,4.6152
19936,1.1693,0.6538,2.8097,0.6538,0.0,5.2192
19935,4.1775,0.0,2.0185,3.6969,1.4219,3.8417
19934,7.0166,2.1648,1.2523,3.0407,0.9274,5.7518
19933,7.0166,2.1648,1.2523,3.0407,0.9274,5.7518
19932,3.0361,2.0049,2.7018,4.3548,1.7301,5.1726
19931,5.5026,2.9611,2.4681,6.2248,0.0,5.4034
19930,0.0,0.0,0.0,0.0,0.0,4.0069
19929,2.441,2.5935,1.3506,3.2156,2.3542,7.2648
19928,1.0745,0.0,1.7141,0.0,1.0745,3.5779
19927,4.2019,1.5687,1.5136,0.8354,0.0,4.4364
19926,4.8192,5.252,3.8809,2.3508,4.9646,6.6321
19925,7.8703,0.673,1.7416,3.0166,2.6415,5.4676
19924,1.705,0.6038,0.8622,2.0019,0.3681,3.8194
19923,5.5918,0.8385,4.5424,1.4588,0.0,2.8646
19922,4.0203,0.7213,1.6086,5.4385,1.7696,2.6712
19921,2.3996,1.3731,0.6968,1.4187,2.5375,2.9653
19920,2.1722,0.0,1.7307,0.6014,1.0665,5.4053
19919,4.0029,0.7085,4.4119,1.2166,1.7869,3.9065
19918,2.152,0.0,3.9321,4.4174,0.0,3.6841
19917,2.3921,0.5196,2.2682,1.7871,1.0357,3.4521
19916,1.5288,1.0171,0.7419,1.58,1.266,6.518
19915,2.5675,1.0917,1.8061,3.4894,0.0,5.4712
19914,3.8435,1.1756,4.8193,2.5807,2.1197,4.7958
19913,2.1016,1.0022,2.4139,3.1538,0.0,6.8721
19912,1.8989,0.8162,1.429,1.1525,0.95,2.3881
19911,5.0394,0.0,4.9562,2.3309,0.7045,4.2886
19910,4.0711,2.0361,5.1048,3.232,0.3838,9.3954
19909,2.9242,0.0,0.7124,1.4952,0.0,0.7124
19908,2.3664,0.3936,3.7616,1.9217,0.3747,5.1754
19907,7.9161,0.0,1.2943,2.0908,0.0,5.1466
19906,2.968,1.2779,3.19,2.2937,0.4534,6.5058
19905,2.3601,1.2264,2.2348,2.3876,0.7453,1.9993
19904,2.7431,0.0,2.8392,0.9873,1.061,7.1585
19903,7.3102,1.0436,2.9127,0.0,0.6715,7.7055
19902,3.6024,2.1955,0.555,0.0,0.0,0.555
19901,3.6473,0.0,0.0,1.7353,0.0,6.7412
19900,2.5632,1.5262,1.2256,0.6383,0.7547,3.0068
19899,3.2482,1.885,1.8736,1.6307,0.8471,4.2438
19898,3.2383,1.5227,0.7522,2.4503,0.6922,5.379
19897,4.5802,0.0,3.4491,2.5536,1.2145,6.3445
19896,4.6269,1.2966,3.7951,3.9426,1.2058,7.2822
19895,3.4596,1.3248,3.9002,4.2518,0.4845,7.6765
19894,2.6158,0.3191,2.8995,2.1851,0.4894,3.7556
19893,2.0908,1.624,1.6606,1.055,0.0,2.7587
19892,2.9601,1.8002,3.0209,0.988,1.9296,7.9649
19891,4.1646,0.6973,4.5778,2.123,0.8468,4.9621
19890,2.951,0.2978,4.015,2.2334,0.4695,8.2787
19889,3.2612,0.2687,2.498,1.842,1.0365,5.5105
19888,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19887,3.6736,1.6382,2.5326,2.1714,0.5553,5.2516
19886,3.1674,1.3328,2.6382,4.2371,0.4917,5.8196
19885,5.5038,3.1392,0.7126,4.3714,0.7295,7.6758
19884,2.5451,1.1443,0.3985,2.9128,0.3568,2.7384
19883,2.7856,3.0545,1.7732,4.3172,0.0,4.7577
19882,0.7451,0.0,0.0,2.0259,0.0,1.3286
19881,4.0075,0.0,2.1409,2.5404,1.4809,4.0075
19880,4.6995,0.9288,1.0225,1.8593,0.0,3.6838
19879,4.0429,0.2841,6.7265,3.5866,1.8651,3.156
19878,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19877,3.7378,0.6045,2.5589,3.081,0.7036,4.6529
19876,0.8239,0.0,1.9459,1.8675,1.0435,3.1869
19875,4.0735,5.4933,2.1165,7.7328,1.396,6.5102
19874,4.0735,5.4933,2.1165,7.7328,1.396,6.5102
19873,1.7677,0.3814,1.7644,0.5451,0.0,3.3878
19872,3.0198,2.0622,1.2462,3.9226,2.0413,4.8969
19871,5.9257,0.0,6.6454,1.4516,1.5702,7.9106
19870,5.5771,0.0,3.0947,2.0013,1.6496,5.8165
19869,0.7239,1.5605,1.0444,1.0565,0.201,4.6343
19868,3.3027,1.5554,4.5801,3.6452,1.4568,8.005
19867,1.1026,1.1026,0.8116,1.1026,0.0,0.0
19866,3.1176,0.0,2.5931,2.062,0.0,5.7276
19865,3.8699,1.4069,2.073,3.9636,1.4754,2.4116
19864,1.6796,0.2093,0.2243,1.1426,0.2428,3.027
19863,4.5799,1.4297,6.4073,3.9202,2.0337,6.2532
19862,1.0082,0.0,0.0,2.9929,0.0,5.6931
19861,5.5588,2.6467,3.4568,3.0857,0.3096,5.8698
19860,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19859,1.9808,1.0618,1.4861,0.5503,0.0,0.0
19858,4.2286,0.0,0.9681,0.0,0.5419,2.9818
19857,2.5645,2.3096,2.0094,0.5855,1.3202,2.1631
19856,3.551,1.8686,1.6609,3.9412,1.0886,2.8941
19855,4.5251,0.0,3.8629,2.9303,1.1875,4.4211
19854,1.9186,2.1563,1.5985,1.8801,0.6009,5.6334
19853,2.7022,1.8668,3.8089,3.274,0.9436,2.9127
19852,2.7022,1.8668,3.8089,3.274,0.9436,2.9127
19851,1.9573,1.5511,0.3992,1.8842,0.4787,3.8942
19850,7.3784,1.1405,2.9936,4.0182,1.7763,8.4727
19849,2.4546,0.0,0.9562,1.8081,0.3959,5.1079
19848,7.3256,2.5293,1.2254,0.4821,1.7064,8.9223
19847,2.5956,0.639,1.3533,2.7505,0.0,6.7374
19846,2.7698,0.0,1.5861,1.749,0.8494,1.9258
19845,3.6857,1.4185,5.1735,2.4164,0.0,2.5371
19844,3.6857,1.4185,5.1735,2.4164,0.0,2.5371
19843,8.2523,5.0285,5.2651,5.5241,0.8629,11.7947
19842,4.0344,0.0,1.0924,1.5316,1.1275,5.7809
19841,10.7531,0.981,2.3406,1.7745,0.4697,7.0815
19840,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19839,1.1284,0.0,0.0,0.5891,0.6009,2.8412
19838,4.0141,0.6376,3.0741,2.2447,0.7421,4.6827
19837,2.6197,0.3908,1.343,1.1045,0.3094,4.2224
19836,4.9629,0.0,4.4795,1.9594,1.0598,9.2454
19835,5.1375,0.0,4.508,2.0536,1.1123,9.3536
19834,1.504,1.4921,3.9557,1.7001,1.7439,4.3445
19833,1.5579,0.0,0.3433,0.0,1.2107,2.7218
19832,5.5995,0.0,2.205,5.0553,1.076,4.4255
19831,1.5158,2.1994,2.0117,5.3123,0.0,4.9685
19830,2.8323,1.6892,1.5088,2.0442,1.0031,2.5132
19829,1.9897,0.3239,1.3643,5.9159,0.0,6.6658
19828,1.9897,0.3239,1.3643,5.9159,0.0,6.6658
19827,1.8751,0.7546,3.1069,4.4579,0.3326,6.0987
19826,0.9737,2.3512,0.0,1.1781,1.8278,3.3059
19825,4.5368,0.5556,1.8388,3.5329,0.7753,5.3934
19824,1.269,0.8126,0.0,0.0,0.932,5.1702
19823,4.7202,1.2817,1.5148,2.289,0.0,3.375
19822,2.2867,0.0,1.3592,0.0,1.3592,0.0
19821,0.0,0.0,0.0,0.0,0.0,0.0
19820,4.0443,0.0,3.3089,1.6423,2.4951,5.1855
19819,3.228,1.5202,2.0364,1.839,1.5821,4.5707
19818,2.8391,1.1055,0.5435,1.3771,0.7596,1.1853
19817,3.5699,2.2216,2.2721,2.3354,1.0818,7.112
19816,1.9237,1.221,0.817,3.521,1.6779,0.0
19815,1.9237,1.221,0.817,3.521,1.6779,0.0
19814,6.9775,1.578,0.2304,1.3426,1.1501,5.0382
19813,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19812,2.6515,0.7368,2.4425,1.337,1.8957,5.263
19811,1.6139,0.0,1.1152,1.1376,0.0,4.8238
19810,5.7601,2.9443,2.1865,2.5342,0.4231,8.0247
19809,2.6514,1.8356,0.5072,0.6546,0.0,5.5513
19808,0.0,1.2687,0.7825,0.0,0.0,4.3818
19807,4.896,0.4059,2.126,3.9088,1.4073,7.299
19806,2.863,0.0,1.6693,1.1128,0.9072,4.0142
19805,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19804,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19803,6.6024,0.5456,3.1318,5.7442,0.69,9.6514
19802,0.9029,2.3364,1.982,2.1168,0.0,1.7593
19801,6.4438,1.3205,4.466,5.5268,0.3319,7.3036
19800,3.1119,0.0,1.6851,1.9194,0.6156,7.0913
19799,5.1314,1.3778,0.5634,3.1416,0.8339,6.4725
19798,2.3767,0.454,0.6239,4.3608,2.712,4.8967
19797,3.0066,0.9083,2.5676,2.311,0.0,5.9785
19796,5.4458,0.0,0.4615,9.013,2.2499,9.3688
19795,3.225,0.0,3.8188,4.7662,2.1351,6.0825
19794,2.9771,1.2294,0.0,2.6504,0.0,3.0155
19793,2.5169,2.0653,0.0,2.0653,0.0,0.0
19792,1.9588,0.0,1.8227,1.888,0.4528,4.6378
19791,3.5398,0.0,0.6733,1.4684,0.0,4.4114
19790,1.8648,2.1678,2.6276,4.3607,0.0,4.3712
19789,2.532,0.0,2.2635,0.4973,0.0,2.5194
19788,5.7055,4.0347,7.3776,4.5178,2.4356,5.9927
19787,5.7055,4.0347,7.3776,4.5178,2.4356,5.9927
19786,2.5587,3.8547,2.7959,2.2648,2.2902,3.7191
19785,1.8696,0.0,2.0927,0.0,0.7977,2.4255
19784,5.4603,4.1534,2.208,5.146,2.1773,4.762
19783,2.005,0.8618,3.7504,1.2168,1.0031,2.5132
19782,0.0,0.0,1.924,0.0,2.7164,1.6761
19781,3.9264,1.7695,3.6485,4.2808,1.7418,11.5463
19780,3.6685,1.1241,0.7964,4.8342,1.408,3.908
19779,3.4306,2.3355,0.0,1.1406,1.1406,6.6424
19778,3.6558,0.0,1.2718,2.0008,0.0,2.2456
19777,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19776,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19775,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19774,3.7042,2.6772,0.4767,4.7963,0.0,3.9232
19773,3.1319,0.4241,2.8391,0.747,0.5295,2.0483
19772,3.1676,0.0,1.5094,1.0101,0.0,4.5258
19771,7.2116,3.0646,4.2638,2.9295,1.7079,9.8603
19770,1.2096,0.0,1.6148,2.0598,0.0,4.9675
19769,3.5226,1.1449,2.825,1.3111,1.7227,3.7219
19768,1.8777,0.0,0.6318,1.1178,0.0,3.3312
19767,1.2665,0.0,1.1212,0.0,0.839,5.8513
19766,4.0943,1.0814,1.8785,1.5341,0.5022,6.0097
19765,2.6727,2.4421,1.8515,3.5853,0.7065,5.3908
19764,2.3664,0.0,1.3475,0.751,0.0,3.9817
19763,4.0762,1.3797,1.6691,2.72,1.2071,4.6232
19762,3.4983,0.0,0.0,1.5963,0.0,0.8301
19761,3.0816,1.7936,1.3293,4.5518,1.6265,3.6326
19760,6.5874,0.0,6.0216,4.0878,1.3618,4.9593
19759,2.2019,2.1892,2.7377,1.3819,0.8487,4.6031
19758,5.6669,2.1495,2.7448,5.2712,0.5744,6.2034
19757,2.0544,1.4756,0.3754,0.0,0.8593,4.9697
19756,4.7565,0.0,1.99,5.3335,1.2433,5.1139
19755,5.4044,1.2064,8.7468,4.0084,1.947,7.147
19754,1.979,1.4586,0.7298,2.1097,0.0,3.4377
19753,5.2557,3.9857,4.2308,4.853,0.1539,7.7733
19752,5.2557,3.9857,4.2308,4.853,0.1539,7.7733
19751,1.1477,0.0,1.3383,0.0,0.0,0.6587
19750,3.0681,0.0,1.8087,4.1269,1.4555,5.7348
19749,1.1622,1.5367,2.627,2.1279,1.1951,6.1498
19748,1.2034,1.1604,0.0,1.2081,0.0,4.6003
19747,2.1796,0.2205,1.8164,0.0,0.0,2.0503
19746,4.846,1.6014,2.0503,3.1882,0.0,4.0582
19745,3.4863,0.5913,1.3878,3.5904,0.0,3.2195
19744,3.391,1.4811,4.7344,4.9781,1.0701,6.7075
19743,2.3688,0.0,3.5154,0.0,0.0,8.219
19742,2.1733,0.8311,2.2674,0.8311,0.0,4.1582
19741,3.2037,4.5845,4.0238,4.8094,3.6557,5.7412
19740,2.9178,0.0,1.5491,0.0,0.6108,4.1474
19739,2.9904,0.8699,1.962,3.4465,0.4511,3.4892
19738,5.3138,1.9654,1.8176,3.0323,1.7427,6.7495
19737,2.1504,1.56,1.4682,2.497,0.5031,4.508
19736,2.0748,0.0,0.6968,5.7131,0.0,4.842
19735,2.2108,2.1101,0.7698,0.9387,0.0,2.7119
19734,3.4665,0.6976,4.0965,4.7442,1.8434,4.9349
19733,5.2259,1.0503,4.5192,2.3674,3.2813,5.3708
19732,1.4971,1.2912,2.8485,4.2832,1.5389,7.2946
19731,1.6117,0.0,2.3164,0.3585,0.604,5.7595
19730,2.7851,1.2799,2.2891,2.6636,1.4696,4.1763
19729,3.5402,1.9458,2.1213,2.5429,0.6599,5.1201
19728,2.9918,0.0,1.4998,1.1606,1.1606,5.924
19727,1.2328,1.3146,1.2944,3.7017,0.3557,4.3613
19726,3.352,1.2895,1.0923,0.6009,0.3499,2.8168
19725,5.4485,1.5791,2.6913,2.8933,1.4273,3.1848
19724,10.2507,1.2622,2.7063,2.1573,1.6575,7.1707
19723,3.4513,1.4152,2.2256,1.8913,0.6646,5.9287
19722,3.5898,1.4869,2.1224,6.3763,0.9461,9.8196
19721,3.5898,1.4869,2.1224,6.3763,0.9461,9.8196
19720,3.454,0.0,1.1303,1.7009,0.4334,1.7787
19719,1.4503,0.8448,4.5029,1.4503,2.0378,3.1399
19718,2.7142,0.0,0.6347,2.0213,1.208,3.9709
19717,1.6867,1.1867,2.785,4.4432,0.0,3.2849
19716,5.15,0.2941,3.7691,2.4903,2.3162,10.087
19715,3.0487,0.9108,0.3962,3.0882,0.9808,8.26
19714,3.1521,3.3217,3.4516,2.5521,0.789,9.4498
19713,1.832,0.0,4.1948,1.5174,1.0009,7.0673
19712,3.2081,1.8955,6.5246,3.0257,1.8949,7.052
19711,2.1236,0.9128,1.12,1.2888,1.0625,1.8875
19710,2.7809,2.32,0.0,3.0885,0.0,3.9723
19709,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19708,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
19707,3.5508,0.5597,3.7792,4.7245,1.2636,5.0665
19706,0.0,1.3421,2.6137,3.4116,0.9776,2.2492
19705,0.7679,0.0,1.9353,3.7691,2.0304,3.4379
19704,4.3003,0.0,0.0,0.0,0.0,1.193
19703,2.1975,2.0262,1.0918,1.8048,0.1854,5.9609
19702,7.1787,1.6017,1.1696,3.9769,1.1192,2.3117
19701,2.9364,0.8123,3.8721,4.6111,1.2593,6.7953
19700,4.1462,0.6269,6.2454,5.0119,1.4125,5.6145
19699,3.6999,0.2758,3.6291,2.4463,1.0478,3.7533
19698,2.3191,0.0,1.156,0.0,0.0,8.6482
19697,1.7959,0.4509,1.9083,1.9515,0.5918,1.8892
19696,0.0,0.0,0.0,1.5764,1.5764,2.4221
19695,1.2367,0.0,1.529,2.6172,0.0,4.2511
19694,3.4685,0.8774,4.3231,2.1012,1.4705,4.3214
19693,3.5736,1.1653,1.5462,1.8433,0.0,4.8295
19692,3.3757,0.2969,2.9626,3.3808,1.5071,5.0038
19691,2.8319,0.9522,0.0,2.8319,0.0,1.9197
19690,0.8815,0.0,1.2347,1.6166,0.0,5.121
19689,3.5567,0.0,3.5918,3.5549,2.4875,3.3089
19688,8.4962,0.5339,4.3969,2.2969,3.223,9.3332
19687,1.014,0.0,1.8552,0.0,0.0,1.7637
19686,2.3589,0.0,1.006,0.7425,0.7539,5.3607
19685,5.5211,1.7558,3.1496,5.0005,2.6966,7.7506
19684,4.8281,0.9875,2.7479,1.6572,0.0,8.732
19683,2.2466,1.1869,1.7516,1.2985,0.596,1.6845
19682,3.1397,0.9058,2.9993,2.6915,1.1717,4.582
19681,0.5109,2.584,0.4128,1.7162,0.0,5.3392
19680,6.5983,0.7956,2.7831,6.0305,2.8958,4.7437
19679,2.5016,0.5344,2.5181,1.6948,0.0,3.9512
19678,5.0028,1.182,1.2613,2.5942,0.4358,5.824
19677,2.2522,0.0,0.5637,2.8223,1.0083,2.0454
19676,3.0536,1.1765,0.852,5.6555,1.2673,3.6607
19675,3.0536,1.1765,0.852,5.6555,1.2673,3.6607
19674,1.6015,1.0438,4.353,3.6252,2.3993,5.9901
19673,1.1308,2.2074,1.0766,1.1308,1.9745,4.2204
19672,2.7558,0.4853,1.1654,3.1582,0.2599,5.5228
